Description,Title,State,Postcode,SiteCode,ContractType,SiteRating,StreamA,StreamB,StreamC,Specialisation,Location,Address,Phone,Latitude,Longitude,ServiceType,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2019,BY58,DESA,2,,,,All Job Seekers,BOTANY,Regus - Serviced Office Level 1 Unit 7 11 Lord Street,,-33.94055320,151.19877521,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2177,BY68,DESA,1,,,,All Job Seekers,BONNYRIGG,Bonnyrigg Community Services Centre 28 Bonnyrigg Avenue,,-33.88805542,150.88727173,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2164,BY78,DESA,1,,,,All Job Seekers,WETHERILL PARK,The Parks Community Network 561-583 Polding Street,,-33.85768309,150.89874253,,
"APM knows everyone faces challenges when looking for work. We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  You’ll find us here 9am to 5pm, Mon to Fri.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2010,BY88,DESA,1,,,,All Job Seekers,SURRY HILLS,Suite 209 410 Elizabeth Street,(02) 9211 1636,-33.88598533,151.20853162,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2137,BY98,DESA,3,,,,All Job Seekers,NORTH STRATHFIELD,WOTSO WorkSpace - Serviced Office Level 2 5 George Street,,-33.86322626,151.08850468,,
"APM knows everyone faces challenges when looking for work.
We help you get the right support to find and keep a job.
We’re Australia’s largest DES provider.
With the strongest job placement rates, we help more people into work than anyone else.
There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2135,BZ08,DESA,1,,,,All Job Seekers,STRATHFIELD,"Level 8, Suite 5, Strathfield Plaza 11 The Boulevard",(02) 9764 1101,-33.87300927,151.09317719,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2130,BZ18,DESA,1,,,,All Job Seekers,SUMMER HILL,17 Hardie Av,,-33.89136157,151.13704784,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2171,BZ38,DESA,New,,,,All Job Seekers,CARNES HILL,Carnes Hill Community and Recreation Precinct 600 Kurrajong Road,,-33.93450543,150.84637038,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2570,BZ48,DESA,3,,,,All Job Seekers,ORAN PARK,Oran Park Smart Work Hub Level 2 Oran Park Poduim 351 Oran Park Drive,,-33.99257406,150.74267257,,
"APM knows everyone faces challenges when looking for work. We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  You’ll find us here 9am to 5pm, Mon to Fri.  There’s a job out there for you, let’s go find it.",APM Employment Services,SA,5085,BZ68,DESA,3,,,,All Job Seekers,ENFIELD,490 Regency Road,,-34.87326400,138.60295727,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,SA,5086,BZ78,DESA,3,,,,All Job Seekers,HILLCREST,Hillcrest Community Centre 27-31 Queensborough Avenue,,-34.86560464,138.63899678,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,SA,5095,BZ88,DESA,2,,,,All Job Seekers,MAWSON LAKES,The Mawson Centre 2-8 Main Street,,-34.81076500,138.61730413,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,SA,5108,BZ98,DESA,2,,,,All Job Seekers,SALISBURY NORTH,Bagster Community Centre 17 Bagster Rd,,-34.75386244,138.63201131,,
"VERTO is an award winning, not-for-profit organisation assisting businesses and individuals with all their employment and training needs. Our expertise covers a range of areas including Australian Apprenticeships services, Disability Employment Services, jobactive employment services and training. Our mission is to positively impact the lives of individuals.",VERTO,NSW,2795,BZFZ,DESA,3,,,,All Job Seekers,BATHURST,227 Howick Street,1300 483 786,-33.41426730,149.57970707,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2114,C018,DESA,1,,,,All Job Seekers,WEST RYDE,"The Northern Centre Level 3, 3-5 Anthony Road",,-33.80572099,151.08867243,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2763,C028,DESA,5,,,,All Job Seekers,QUAKERS HILL,Quakers Hill Community Centre 7 Lalor Road,,-33.72541184,150.88572858,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2147,C038,DESA,5,,,,All Job Seekers,SEVEN HILLS,Seven Hills Neighbouthood Cottage 29 Aleta Way,,-33.78418252,150.94202947,,
"APM knows everyone faces challenges when looking for work. We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  You’ll find us here 9am to 5pm, Mon to Fri.  There’s a job out there for you, let’s go find it.",APM Employment Services,SA,5165,C048,DESA,3,,,,All Job Seekers,CHRISTIES BEACH,Unit 5-6/48 Beach Road,,-35.13954937,138.47544221,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,SA,5042,C058,DESA,3,,,,All Job Seekers,CLOVELLY PARK,Co-Hab - Serviced Office 1284 South Rd,,-34.99846555,138.57084319,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,SA,5158,C068,DESA,3,,,,All Job Seekers,HALLETT COVE,Cove Business Hub Cove Civic Centre 1 Ragamuffin Drive,,-35.07716984,138.51868580,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,SA,5162,C078,DESA,3,,,,All Job Seekers,MORPHETT VALE,Woodcroft-Morphet Vale Neighbourhood Centre 175 Bains Road,,-35.11380095,138.54626492,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it",APM Employment Services,NSW,2233,C088,DESA,3,,,,All Job Seekers,ENGADINE,1034-1036 Old Princes Hwy Engadine Community Centre,,-34.05527851,151.01365576,,
"APM knows everyone faces challenges when looking for work.  We help you get the right support to find and keep a job.  We’re Australia’s largest DES provider.  With the strongest job placement rates, we help more people into work than anyone else.  There’s a job out there for you, let’s go find it.",APM Employment Services,NSW,2226,C098,DESA,3,,,,All Job Seekers,JANNALI,Jannali Community Centre 15 Jannali Ave (cnr Mary St & Jannali Ave),,-34.01665443,151.06403635,,
"Sarina Russo's disability employment services include a range of specialised programs designed to empower you to get andstay in the workforce. SRJA gives you the energy, the motivation and the self-confidence to get that job, keep that joband grow in that job. This site provides outreach serviceswith opening hours as required. Please call 13 15 59.",Sarina Russo Job Access,VIC,3777,CR80,DESA,4,,,,Psychiatric Disability,HEALESVILLE,Interchurch Commuity Care Inc 231 Maroondah H'way,13 15 59,-37.65350279,145.51764221,,
"Sarina Russo's disability employment services include a range of specialised programs designed to empower you to get andstay in the workforce. SRJA gives you the energy, the motivation and the self-confidence to get that job, keep that joband grow in that job. This site provides outreach serviceswith opening hours as required. Please call 13 15 59.",Sarina Russo Job Access,VIC,3777,CR80,DESA,5,,,,All Job Seekers,HEALESVILLE,Interchurch Commuity Care Inc 231 Maroondah H'way,13 15 59,-37.65350279,145.51764221,,
,Sarina Russo Job Access,VIC,3799,CR90,DESA,4,,,,Psychiatric Disability,WARBURTON,Redwood Community Centre 3505 Warburton Highway,13 15 59,-37.72835525,145.69813285,,
,Sarina Russo Job Access,VIC,3799,CR90,DESA,5,,,,All Job Seekers,WARBURTON,Redwood Community Centre 3505 Warburton Highway,13 15 59,-37.72835525,145.69813285,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,WA,6027,D160,DESA,3,,,,All Job Seekers,JOONDALUP,Units 1 & 2 48 Central Walk,1300 080 856,-31.74255000,115.77081000,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",atWork Australia Pty Ltd,WA,6027,D160,DESA,3,,,,Mental Health,JOONDALUP,Units 1 & 2 48 Central Walk,1300 080 856,-31.74255000,115.77081000,,
"Forrest Personnel  have been Disability Employment specialists since 1986, matching local people with local employers for over 30 years.  We provide specialist help for people with a disability, illness or injury to source and secure sustainable employment. This site provides full time services from Monday to Friday 8.30am - 4.30pm.     ",Forrest Personnel,WA,6168,D220,DESA,2,,,,All Job Seekers,ROCKINGHAM,2/3 Goddard Street,(08) 9792 3333,-32.28834000,115.75033000,,
"Forrest Personnel  have been Disability Employment specialists since 1986, matching local people with local employers for over 30 years.  We provide specialist help for people with a disability, illness or injury to source and secure sustainable employment. This site provides full time services from Monday to Friday 8.30am - 4.30pm.      ",Forrest Personnel,WA,6450,D230,DESA,2,,,,All Job Seekers,ESPERANCE,63A Dempster St,(08) 9792 3333,-33.85844000,121.89351000,,
"breakthru is an Australian for purpose organisation established in 1992. We believe work is fundamental to living a fulfilling and productive life, and that a job enables everyone to play a valued role in the life of their community. That is why we set out to ensure people with disabilities have access to a range of programs that best match their needs.",breakthru,QLD,4006,D990,DESA,2,,,,All Job Seekers,Fortitude Valley,108 Alfred Street,1800 767 212,-27.45608013,153.03318235,,
"breakthru is an Australian for purpose organisation established in 1992. We believe work is fundamental to living a fulfilling and productive life, and that a job enables everyone to play a valued role in the life of their community. That is why we set out to ensure people with disabilities have access to a range of programs that best match their needs.",breakthru,QLD,4006,D990,DESA,2,,,,Psychiatric Disability,Fortitude Valley,108 Alfred Street,1800 767 212,-27.45608013,153.03318235,,
,The Personnel Group Ltd,VIC,3690,DA98,DESA,New,,,,All Job Seekers,WEST WODONGA,Felltimber Community Centre 189 Melrose Drive,(02) 6056 1833,-36.13566409,146.86268282,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2539,DATZ,DESA,5,,,,All Job Seekers,ULLADULLA,Units 31-32 Ulladulla Plaza 107-109 Princes Highway,(02) 4411 8440,-35.35858215,150.47355359,,
,Wise Employment Ltd,SA,5074,DB18,DESA,New,,,,All Job Seekers,CAMPBELLTOWN,531 Lower North East Rd,(08) 8408 9200,-34.88457326,138.65735491,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,QLD,4006,DC18,DESA,3,,,,Mental Health,FORTITUDE VALLEY,14B2 Central Brunswick 421 Brunswick Street,1300 080 856,-27.46027059,153.03700493,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,QLD,4012,DC28,DESA,5,,,,Mental Health,NUNDAH,23 Nundah St,1300 080 856,-27.39998178,153.06165086,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,QLD,4157,DC38,DESA,2,,,,Mental Health,CAPALABA,29 Loraine St,1300 080 856,-27.52244172,153.19230770,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,QLD,4120,DC48,DESA,2,,,,Mental Health,STONES CORNER,3/426 Logan Road,1300 080 856,-27.50089459,153.04621726,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,QLD,4122,DC58,DESA,2,,,,Mental Health,UPPER MOUNT GRAVATT BC,Ground Floor Suite 2B 50-56 Sanders St,1300 080 856,-27.55849113,153.08268182,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3128,DC68,DESA,3,,,,Mental Health,BOX HILL,AMES Building Off G3 Gnd Flr 30-32 Prospect Street,1300 080 856,-37.81780877,145.11719102,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3192,DC78,DESA,3,,,,Mental Health,CHELTENHAM,30 Station Rd,1300 080 856,-37.96745014,145.05721467,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3175,DC88,DESA,3,,,,Mental Health,DANDENONG,Suite 7 50-54 Robinson Street,1300 080 856,-37.98428114,145.21184995,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3150,DC98,DESA,4,,,,Mental Health,GLEN WAVERLEY,236 Blackburn Rd,1300 080 856,-37.87379488,145.14846052,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3141,DD08,DESA,3,,,,Mental Health,SOUTH YARRA,Level 3 Suite 301 9-11 Claremont Street,1300 080 856,-37.83786784,144.99349184,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3049,DD18,DESA,3,,,,Mental Health,ATTWOOD,202 Erinbank Cr,1300 080 856,-37.67066136,144.89699879,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3047,DD28,DESA,2,,,,Mental Health,BROADMEADOWS,Banksia Gardens Community Services 71-81 Pearcedale Pde,1300 080 856,-37.67633207,144.91781386,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3056,DD38,DESA,3,,,,Mental Health,BRUNSWICK,861 Sydney Rd,1300 080 856,-37.75599400,144.96383400,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3429,DD48,DESA,2,,,,Mental Health,SUNBURY,81 Oshanassy St,1300 080 856,-37.58180422,144.73007954,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3084,DD58,DESA,2,,,,Mental Health,HEIDELBERG,Suite 5 101-111 Burgundy Street,1300 080 856,-37.75655095,145.06661850,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3072,DD68,DESA,5,,,,Mental Health,PRESTON,261 High St,1300 080 856,-37.74412046,145.00260511,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3067,DD78,DESA,3,,,,Mental Health,ABBOTSFORD,6 Paterson Street,1300 080 856,-37.80280807,145.00108458,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3051,DD88,DESA,2,,,,Mental Health,NORTH MELBOURNE,North Melbourne Community Centre 49-53 Buncle Street,1300 080 856,-37.79310879,144.93995741,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3205,DD98,DESA,1,,,,Mental Health,SOUTH MELBOURNE,219 Park St,1300 080 856,-37.83584158,144.96112194,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2541,DEIZ,DESA,5,,,,All Job Seekers,NOWRA,"Level 1, 132 Junction Street",(02) 4411 8440,-34.88200575,150.60572413,,
A specialist employment service for Deaf and hard of hearing job seekers.,SensWide Services (Expression Australia),VIC,3072,DJ70,DESA,3,,,,Hearing impaired and deaf job seekers,PRESTON,426 High Street TTY:03 9614 3062,(03) 8620 7155,-37.73712007,145.00443481,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2540,EASZ,DESA,4,,,,All Job Seekers,VINCENTIA,Shop 14 5 Burton Street Stocklands Mall,(02) 4411 8440,-35.07435928,150.67099610,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...

",Campbell Page,NSW,2533,EAVZ,DESA,5,,,,All Job Seekers,KIAMA,"2/125 Terralong Street,",(02) 4411 8416,-34.67382251,150.84437098,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years  and have helped thousands of people find work",Sureway Employment & Training,NSW,2640,EBJZ,DESA,5,,,,All Job Seekers,ALBURY,529 Kiewa Street,1300 787 392,-36.07901836,146.91553511,,
,Mission Australia,NSW,2570,EBSZ,DESA,4,,,,All Job Seekers,CAMDEN,Camden Library 40 John Street,0459 898 576,-34.05750287,150.69478541,,
"     This site provides Full Time services, with opening hours 9am to 5pm Monday to Friday.    ",Mission Australia,NSW,2154,EBVZ,DESA,5,,,,All Job Seekers,CASTLE HILL,5/6-8 Old Castle Hill Road,0490 891 344,-33.73075236,151.00836174,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years  and have helped thousands of people find work",Sureway Employment & Training,NSW,2646,EBZZ,DESA,3,,,,All Job Seekers,COROWA,88 Sander Street,1300 787 392,-35.99889538,146.39062688,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment and Training,NSW,2830,ECKZ,DESA,5,,,,All Job Seekers,DUBBO,Shop 1 24 Talbragar Street,1300 787 392,-32.24462197,148.60238028,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment & Training,NSW,2871,ECNZ,DESA,2,,,,All Job Seekers,FORBES,96 Lachlan Street,1300 787 392,-33.38437874,148.00849458,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment & Training,NSW,2680,ECSZ,DESA,4,,,,All Job Seekers,GRIFFITH,Shop  8 454 Banna Avenue,1300 787 392,-34.28769343,146.04073239,,
,Jobs Australia,NSW,2380,ECTZ,DESA,2,,,,All Job Seekers,GUNNEDAH,91A Marquis Street,(02) 6742 4193,-30.97896271,150.25287335,,
,Mission Australia,NSW,2565,ECYZ,DESA,5,,,,All Job Seekers,INGLEBURN,"Suite 4A, Level 1 68-70 Oxford Road",0459 897 328,-33.99914774,150.86750517,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment & Training,NSW,2705,EDKZ,DESA,4,,,,All Job Seekers,LEETON,50 Chelmsford Place,1300 787 392,-34.55115912,146.40713897,,
"This site provides Full Time Disability Management services,with opening hours 9am to 5pm Monday to Friday.",Mission Australia,NSW,2160,EDTZ,DESA,5,,,,All Job Seekers,MERRYLANDS,"Shop 2027, Stockland Merrylands, McFarlane Street",(02) 8633 2221,-33.83533012,150.98920338,,
"ETC is a not-for-profit provider of employment and training services. ETC has been helping people with an injury, illness or disability find meaningful work for close to 30 years. We work closely with you to tailor work, training and support to suit your ability. Open full time 8.30am to 5.00pm. Freecall 1800 007 400.",ETC,NSW,2448,EDWZ,DESA,4,,,,All Job Seekers,NAMBUCCA HEADS,"Shop 11, Seascape Mall 38-40 Ridge Street",1800 007 400,-30.64685587,152.98437660,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment & Training,NSW,2700,EDXZ,DESA,3,,,,All Job Seekers,NARRANDERA,Library Multi Purpose Room 39-51 East Street,1300 787 392,-34.74367340,146.55413105,,
"MAX Employment delivers employment services in every state and territory of Australia, operating in more than 250 metropolitan, rural and remote regions nationally. Every year we assist thousands of job seekers transition from welfare to work, and are proud to deliver Disability Employment Services on behalf of the Australian Government, 

As a Disability Employment Services provider, MAX Employment uses a multifaceted approach to help people living with disability, injury or health conditions find and maintain employment. Our integrated model of highly trained consultants, Allied Health Professionals and Trainers ensure job seekers, employers and the wider community can achieve sustainable employment outcomes. This site provides full time services, operating Monday to Friday, 8:30am to 5:00pm.",MAX Employment,NSW,2100,EDYZ,DESA,3,,,,All Job Seekers,BROOKVALE,113/20 Dale Street,(02) 9938 0100,-33.76401065,151.26824540,,
"MAX Employment delivers employment services in every state and territory of Australia, operating in more than 250 metropolitan, rural and remote regions nationally. Every year we assist thousands of job seekers transition from welfare to work, and are proud to deliver Disability Employment Services on behalf of the Australian Government, 

As a Disability Employment Services provider, MAX Employment uses a multifaceted approach to help people living with disability, injury or health conditions find and maintain employment. Our integrated model of highly trained consultants, Allied Health Professionals and Trainers ensure job seekers, employers and the wider community can achieve sustainable employment outcomes. This site provides full time services, operating Monday to Friday, 8:30am to 5:00pm.",MAX Employment,NSW,2100,EDYZ,DESA,5,,,,Mental Health,BROOKVALE,113/20 Dale Street,(02) 9938 0100,-33.76401065,151.26824540,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2537,EEBZ,DESA,2,,,,All Job Seekers,MORUYA,47 Vulcan St,(02) 4411 8470,-35.90877280,150.08078507,,
"ETC is a not-for-profit provider of employment and training services. ETC has been helping people with an injury, illness or disability find meaningful work for close to 30 years. We work closely with you to tailor work, training and support to suit your ability. Open full time 8.30am to 5.00pm. Freecall 1800 007 400. ",ETC,NSW,2450,EETC,DESA,3,,,,All Job Seekers,COFFS HARBOUR,80 Grafton Street,1800 007 400,-30.29520716,153.11430164,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment & Training,NSW,2650,EEXZ,DESA,3,,,,All Job Seekers,WAGGA WAGGA,55 Tompson Street,1300 787 392,-35.11157605,147.37023074,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment and Training,NSW,2820,EEZZ,DESA,5,,,,All Job Seekers,WELLINGTON,13 Nanima Crescent,1300 787 392,-32.56564455,148.96109442,,
,Community Bridging Services (CBS) Inc,SA,5343,EF90,DESA,5,,,,All Job Seekers,Berri,Shop 2 30 Kay Avenue,(08) 8582 3991,-34.28106458,140.60750605,,
