Description,Title,State,Postcode,SiteCode,ContractType,SiteRating,StreamA,StreamB,StreamC,Specialisation,Location,Address,Phone,Latitude,Longitude,ServiceType,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,QLD,4157,DC38,DESB,New,,,,All Job Seekers,CAPALABA,29 Loraine St,1300 080 856,-27.52244172,153.19230770,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,QLD,4120,DC48,DESB,New,,,,All Job Seekers,STONES CORNER,3/426 Logan Road,1300 080 856,-27.50089459,153.04621726,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,QLD,4122,DC58,DESB,New,,,,All Job Seekers,UPPER MOUNT GRAVATT BC,Ground Floor Suite 2B 50-56 Sanders St,1300 080 856,-27.55849113,153.08268182,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3128,DC68,DESB,New,,,,All Job Seekers,BOX HILL,AMES Building Off G3 Gnd Flr 30-32 Prospect Street,1300 080 856,-37.81780877,145.11719102,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3192,DC78,DESB,New,,,,All Job Seekers,CHELTENHAM,30 Station Rd,1300 080 856,-37.96745014,145.05721467,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3175,DC88,DESB,New,,,,All Job Seekers,DANDENONG,Suite 7 50-54 Robinson Street,1300 080 856,-37.98428114,145.21184995,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3150,DC98,DESB,New,,,,All Job Seekers,GLEN WAVERLEY,236 Blackburn Rd,1300 080 856,-37.87379488,145.14846052,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support. TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or by call centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,NSW,2464,DCSZ,DESB,5,,,,All Job Seekers,YAMBA,Shop 1 22 Coldstream Street,(02) 6646 1568,-29.43732263,153.36051186,,
,BEST Employment Ltd,NSW,2834,DCYZ,DESB,1,,,,All Job Seekers,LIGHTNING RIDGE,35 Morilla Street,(02) 6829 4054,-29.42744279,147.97910810,,
"TURSA is a regional, not-for profit employment and trainingProvider delivering individualised and professional servicesfor jobseekers including organising work experience andaccredited training options. Open Full Time 8.30am to 5.00pmMon to Fri.1800 670 914 or www.tursa.com.au",TURSA,NSW,2474,DCZZ,DESB,3,,,,All Job Seekers,KYOGLE,77 Summerland Way,(02) 6632 3399,-28.62032663,153.00323676,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3141,DD08,DESB,New,,,,All Job Seekers,SOUTH YARRA,Level 3 Suite 301 9-11 Claremont Street,1300 080 856,-37.83786784,144.99349184,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3049,DD18,DESB,2,,,,Mental Health,ATTWOOD,202 Erinbank Cr,1300 080 856,-37.67066136,144.89699879,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3047,DD28,DESB,1,,,,Mental Health,BROADMEADOWS,Banksia Gardens Community Services 71-81 Pearcedale Pde,1300 080 856,-37.67633207,144.91781386,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3056,DD38,DESB,4,,,,Mental Health,BRUNSWICK,861 Sydney Rd,1300 080 856,-37.75599400,144.96383400,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3429,DD48,DESB,2,,,,Mental Health,SUNBURY,81 Oshanassy St,1300 080 856,-37.58180422,144.73007954,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3084,DD58,DESB,5,,,,Mental Health,HEIDELBERG,Suite 5 101-111 Burgundy Street,1300 080 856,-37.75655095,145.06661850,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3072,DD68,DESB,5,,,,Mental Health,PRESTON,261 High St,1300 080 856,-37.74412046,145.00260511,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3067,DD78,DESB,2,,,,Mental Health,ABBOTSFORD,6 Paterson Street,1300 080 856,-37.80280807,145.00108458,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3051,DD88,DESB,2,,,,Mental Health,NORTH MELBOURNE,North Melbourne Community Centre 49-53 Buncle Street,1300 080 856,-37.79310879,144.93995741,,
"We’re atWork Australia, an employment services provider helping Australians with disability, illness or injury find meaningful and lasting employment. We work hard to find the right person the right job, and have been doing so for over 15 years. 
Let’s get started, call us today on 1300 080 856.",Atwork Australia Pty Ltd,VIC,3205,DD98,DESB,3,,,,Mental Health,SOUTH MELBOURNE,219 Park St,1300 080 856,-37.83584158,144.96112194,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support. TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or by call centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,NSW,2487,DDAZ,DESB,4,,,,All Job Seekers,KINGSCLIFF,Level 1 38-42 Pearl Street,(02) 6674 0699,-28.25499976,153.57431282,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2541,DEIZ,DESB,3,,,,All Job Seekers,NOWRA,"Level 1, 132 Junction Street",(02) 4411 8440,-34.88200575,150.60572413,,
,Vision Australia Limited,NSW,2229,DJ60,DESB,3,,,,Blind and Vision Impaired,CARINGBAH,301 Kingsway,(02) 8525 9016,-34.04298325,151.12400497,,
,SensWide Services (Expression Australia),VIC,3072,DJ70,DESB,3,,,,"Gay, Lesbian, Bisexual, Transgender and Intersex",PRESTON,426 High Street TTY:03 9614 3062,(03) 8620 7155,-37.73712007,145.00443481,,
,SensWide Services (Expression Australia),VIC,3072,DJ70,DESB,3,,,,Sensory Impairment (Hearing or Vision Loss),PRESTON,426 High Street TTY:03 9614 3062,(03) 8620 7155,-37.73712007,145.00443481,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support. TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or by call centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,NSW,2482,EAEZ,DESB,3,,,,All Job Seekers,MULLUMBIMBY,Shop 1 97-99 Stuart Street,(02) 6684 1822,-28.55378350,153.50039058,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2540,EASZ,DESB,3,,,,All Job Seekers,VINCENTIA,Shop 14 5 Burton Street Stocklands Mall,(02) 4411 8440,-35.07435928,150.67099610,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2533,EAVZ,DESB,3,,,,All Job Seekers,KIAMA,"2/125 Terralong Street,",(02) 4411 8416,-34.67382251,150.84437098,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years  and have helped thousands of people find work",Sureway Employment & Training,NSW,2640,EBJZ,DESB,5,,,,All Job Seekers,ALBURY,529 Kiewa Street,1300 787 392,-36.07901836,146.91553511,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support. TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or by call centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,NSW,2483,EBRZ,DESB,3,,,,All Job Seekers,BRUNSWICK HEADS,Shops 1-3 9 Fingal Street,(02) 6685 0466,-28.54028624,153.55110077,,
,Mission Australia,NSW,2154,EBVZ,DESB,3,,,,All Job Seekers,CASTLE HILL,5/6-8 Old Castle Hill Road,0490 891 344,-33.73075236,151.00836174,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years  and have helped thousands of people find work",Sureway Employment & Training,NSW,2646,EBZZ,DESB,4,,,,All Job Seekers,COROWA,88 Sander Street,1300 787 392,-35.99889538,146.39062688,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment and Training,NSW,2830,ECKZ,DESB,5,,,,All Job Seekers,DUBBO,Shop 1 24 Talbragar Street,1300 787 392,-32.24462197,148.60238028,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment & Training,NSW,2871,ECNZ,DESB,1,,,,All Job Seekers,FORBES,96 Lachlan Street,1300 787 392,-33.38437874,148.00849458,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years  and have helped thousands of people find work",Sureway Employment & Training,NSW,2680,ECSZ,DESB,4,,,,All Job Seekers,GRIFFITH,Shop  8 454 Banna Avenue,1300 787 392,-34.28769343,146.04073239,,
,Jobs Australia,NSW,2380,ECTZ,DESB,2,,,,All Job Seekers,GUNNEDAH,91A Marquis Street,(02) 6742 4193,-30.97896271,150.25287335,,
,Mission Australia,NSW,2077,ECXZ,DESB,3,,,,All Job Seekers,HORNSBY,Hornsby Library 28-44 George Street,0490 890 637,-33.70286296,151.09962357,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years  and have helped thousands of people find work",Sureway Employment & Training,NSW,2705,EDKZ,DESB,3,,,,All Job Seekers,LEETON,50 Chelmsford Place,1300 787 392,-34.55115912,146.40713897,,
,Mission Australia,NSW,2160,EDTZ,DESB,1,,,,All Job Seekers,MERRYLANDS,"Shop 2027, Stockland Merrylands, McFarlane Street",(02) 8633 2221,-33.83533012,150.98920338,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years  and have helped thousands of people find work",Sureway Employment & Training,NSW,2700,EDXZ,DESB,3,,,,All Job Seekers,NARRANDERA,Library Multi Purpose Room 39-51 East Street,1300 787 392,-34.74367340,146.55413105,,
,MAX Employment,NSW,2100,EDYZ,DESB,3,,,,All Job Seekers,BROOKVALE,113/20 Dale Street,(02) 9938 0100,-33.76401065,151.26824540,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2537,EEBZ,DESB,5,,,,All Job Seekers,MORUYA,47 Vulcan St,(02) 4411 8470,-35.90877280,150.08078507,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years  and have helped thousands of people find work",Sureway Employment & Training,NSW,2650,EEXZ,DESB,3,,,,All Job Seekers,WAGGA WAGGA,55 Tompson Street,1300 787 392,-35.11157605,147.37023074,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment and Training,NSW,2820,EEZZ,DESB,5,,,,All Job Seekers,WELLINGTON,13 Nanima Crescent,1300 787 392,-32.56564455,148.96109442,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support. TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or by call centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,NSW,2448,EF60,DESB,4,,,,All Job Seekers,Nambucca Heads,Shop 3 41 Bowra Street,(02) 6568 5207,-30.64154744,153.00140869,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support. TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or by call centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,QLD,4210,EF70,DESB,3,,,,All Job Seekers,Oxenford,Shop 6 Cottonwood Plaza 5 Cottonwood Place,(07) 5519 3146,-27.89237891,153.31209770,,
"TURSA is a very successful not-for profit Provider of employment services  through individualised services and support. TURSA  services are provided by real people in convenient locations  - not servicing that is remote, or electronic, or by call centre.  Real people, real services. Open Full Time 8.30am to 5.00pm Mon to Fri.   www.tursa.com.au",TURSA,QLD,4226,EF80,DESB,5,,,,All Job Seekers,Robina,"Suites 1, 2, 3 & 5B 140 Robina Town Centre Drive",(07) 5562 0458,-28.07971495,153.38301054,,
,Community Bridging Services (CBS) Inc,SA,5343,EF90,DESB,5,,,,All Job Seekers,Berri,Shop 2 30 Kay Avenue,(08) 8582 3991,-34.28106458,140.60750605,,
"Where others see problems, we see possibilities.
We’ve been believing in people for more than 30 years, it’s a part of who we are.
We want to hear your story, so we can help find opportunities.
We don’t just team up with you, we get in your corner. Because sometimes just knowing someone has your back, is all you need to take the next step...
",Campbell Page,NSW,2546,EFBZ,DESB,4,,,,All Job Seekers,NAROOMA,Shop 33 Narooma Plaza 183 Princes Hwy,(02) 4411 8470,-36.22249075,150.12758602,,
"Sureway tailors a unique disability employment program to meet the individual needs of job seekers.
We provide a range of training and development opportunities and pride ourselves on our ability to engage our job seekers with the right employer. 
We’ve been delivering employment services for over twenty years and have helped thousands of people find work.",Sureway Employment & Training,NSW,2671,EFDZ,DESB,1,,,,All Job Seekers,WEST WYALONG,89-91 Main Street,1300 787 392,-33.92291946,147.20705766,,
,Joblink Plus,NSW,2823,EFTZ,DESB,2,,,,All Job Seekers,TRANGIE,35 Dandaloo Street,(02) 6841 6300,-32.03219996,147.98202601,,
,Joblink Plus,NSW,2824,EFWZ,DESB,2,,,,All Job Seekers,WARREN,8b Burton Street,(02) 6883 7600,-31.70079349,147.83565817,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4625,EG30,DESB,2,,,,All Job Seekers,Gayndah,8 Meson Street,(07) 4161 2876,-25.62376083,151.60807525,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4212,EG50,DESB,3,,,,All Job Seekers,Helensvale,"Unit 35A, Helensvale Plaza, 12 Sir John Overall Dr",(07) 5519 4218,-27.92350759,153.33464493,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4655,EG60,DESB,2,,,,All Job Seekers,Pialba,Unit 2 and 3 6 Neils Street,(07) 4124 1238,-25.28647707,152.84550413,,
"EPIC has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provideon-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4068,EG70,DESB,2,,,,All Job Seekers,INDOOROOPILLY,"Unit 6, 66 Station Road",(07) 3378 0087,-27.50207652,152.97257940,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4021,EG80,DESB,4,,,,All Job Seekers,Kippa-Ring,"Shops 4 and 5, 161 Sutton Street,",(07) 3283 8241,-27.22749184,153.11373604,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4650,EG90,DESB,3,,,,All Job Seekers,Maryborough,Shop 12 200 Bazaar Street,(07) 4121 0362,-25.53834437,152.70322803,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4211,EH00,DESB,3,,,,All Job Seekers,Nerang,3/23 Cotton Street,(07) 5596 5867,-27.98895502,153.33478756,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4215,EH30,DESB,3,,,,All Job Seekers,Southport,Suite 8 Jandream Plaza 23 Nind Street,(07) 5532 6145,-27.96359374,153.41227481,,
"EPIC Assist has been helping people with disability secure meaningful, sustainable employment for almost 30 years. We understand the importance of staying on your employment journey for as long as you need us. We don’t walk away; we provide on-the-job, individualised support for each and every person. We'll work with you to help you realise what's possible.",Epic Employment Service Inc,QLD,4500,EH40,DESB,3,,,,All Job Seekers,Strathpine,"4A, 199 Gympie Road",1300 374 256,-27.31093541,152.99235135,,
,Your Employment Solutions,QLD,4558,EH88,DESB,3,,,,All Job Seekers,MAROOCHYDORE,"2B, 18-22 First Avenue",,-26.65335833,153.08181977,,
,Your Employment Solutions,QLD,4564,EH98,DESB,3,,,,All Job Seekers,MUDJIMBA,701 David Low Way,,-26.61287767,153.08667499,,
"This Help Employment & Training site operates on a full-time basis. Office hours are Monday to Friday 8:30am - 5pm, so give us a call or visit our website and let's get started!",HELP Employment & Training,QLD,4500,EI00,DESB,2,,,,All Job Seekers,Strathpine,"Shop 4, 411 Gympie Road",(07) 3868 9888,-27.30336045,152.98956079,,
,Your Employment Solutions,QLD,4560,EI08,DESB,3,,,,All Job Seekers,NAMBOUR,"C-Squared, 52-64 Curry Street",,-26.62369817,152.95877169,,
"This Help Employment & Training site operates on a full-time basis. Office hours are Monday to Friday 8:30am - 5pm, so give us a call or visit our website and let's get started!",HELP Employment & Training,QLD,4066,EI10,DESB,2,,,,All Job Seekers,Toowong,50 High Street,(07) 3371 0255,-27.48680155,152.99184443,,
,Your Employment Solutions,QLD,4566,EI18,DESB,3,,,,All Job Seekers,NOOSAVILLE,"6-8 Bartlett Street, C/O Salvation Army",,-26.41415832,153.04168103,,
,Your Employment Solutions,QLD,4555,EI28,DESB,3,,,,All Job Seekers,PALMWOODS,11 Main Street,,-26.68019960,152.88439683,,
,Your Employment Solutions,QLD,4556,EI38,DESB,4,,,,All Job Seekers,SIPPY DOWNS,Level 1 8 Fairfax Drive,,-26.72256778,153.08090405,,
,Your Employment Solutions,QLD,4575,EI48,DESB,3,,,,All Job Seekers,WARANA,179 Nicklin Way,,-26.71918391,153.13017447,,
,Status Works Pty Ltd,SA,5169,EI58,DESB,New,,,,All Job Seekers,SEAFORD,"Seaford Community Centre, Beechwwod Grove,",,-35.19074135,138.47460326,,
,The Maxima Group Incorporated,SA,5108,EI98,DESB,New,,,,All Job Seekers,SALISBURY,1B Gawler St,,-34.76304209,138.64354609,,
,Complete Personnel,SA,5606,EJ00,DESB,Rating unavailable,,,,All Job Seekers,Port Lincoln,Office 3 8-12 Napoleon Street,(08) 8682 1698,-34.72300499,135.85775632,,
,Atwork Australia Pty Ltd,WA,6065,EJ08,DESB,1,,,,Mental Health,WANNEROO,"Shop 34A, Wanneroo Central, 950 Wanneroo Rd,",1300 080 856,-31.75742314,115.81616478,,
,Atwork Australia Pty Ltd,WA,6065,EJ08,DESB,4,,,,All Job Seekers,WANNEROO,"Shop 34A, Wanneroo Central, 950 Wanneroo Rd,",1300 080 856,-31.75742314,115.81616478,,
,WISE Employment,VIC,3150,EJ58,DESB,3,,,,All Job Seekers,GLEN WAVERLEY,Uniting Church Hall 10-12 Bogong Ave,,-37.88158988,145.16818189,,
,WISE Employment,VIC,3189,EJ68,DESB,3,,,,All Job Seekers,MOORABBIN,Kingston Art Centre 979 Nepean Hwy,,-37.94144518,145.05778651,,
,WISE Employment Ltd,VIC,3195,EJ98,DESB,3,,,,All Job Seekers,ASPENDALE,Aspendale Community Gardens 103 - 105 Kearney Drive,,-38.02193538,145.10255367,,
,WISE Employment Ltd,VIC,3797,EK08,DESB,3,,,,All Job Seekers,YARRA JUNCTION,Upper Yarra Family Centre 2444 Warburton Way,,-37.79389691,145.62538223,,
,WISE Employment Ltd,VIC,3777,EK28,DESB,3,,,,All Job Seekers,HEALESVILLE,Healesville Living and Learning Centre 1 Badger Creek Road,,-37.65536187,145.52384828,,
,WISE Employment Ltd,VIC,3000,EK58,DESB,2,,,,All Job Seekers,MELBOURNE,21 Degraves Street,,-37.82503941,144.97151194,,
"ECHO’s aim is to get you a job.
We welcome people from a range of backgrounds and disability. 
We provide personalised case management services supporting choice and decision making.
Our services are flexible and respectful helping you on your journey to employment.

We look forward to working with you.",ECHO,VIC,3805,EK60,DESB,4,,,,All Job Seekers,Narre Warren,6 / 418 Princes Highway,(03) 8790 1621,-38.02485455,145.30538589,,
,WISE Employment Ltd,VIC,3182,EK68,DESB,2,,,,All Job Seekers,ST KILDA,Uniting Church Hall 163 Chapel Street,,-37.86368632,144.98179854,,
,WISE Employment Ltd,VIC,3207,EK78,DESB,2,,,,All Job Seekers,PORT MELBOURNE,Port Melbourne Neighbourhood Community Centre 154 Liardet Street,,-37.83300278,144.92163756,,
,Job Prospects,VIC,3076,EL20,DESB,3,,,,All Job Seekers,Epping,"Level 1, 769 High Street",(03) 8401 4801,-37.64872785,145.02541657,,
,Job Prospects,VIC,3011,EL40,DESB,1,,,,All Job Seekers,Footscray,Lvl1 109-111 Nicholson St (entry via Paisley St),(03) 9689 1715,-37.80069548,144.89961026,,
,Job Prospects,VIC,3084,EL50,DESB,3,,,,All Job Seekers,Heidelberg,Level 2 104 Burgundy Street,(03) 9455 3910,-37.75611292,145.06656640,,
,Job Prospects,SA,5043,EL60,DESB,3,,,,All Job Seekers,Marion,Level 8 Marion Shopping Towers Diagonal Road,(08) 8358 3384,-35.00636816,138.55349756,,
,Job Prospects,VIC,3039,EL70,DESB,1,,,,All Job Seekers,Moonee Ponds,720 Mt Alexander Road,(03) 9372 9393,-37.76810905,144.92540167,,
,Job Prospects,SA,5290,EL90,DESB,2,,,,All Job Seekers,Mount Gambier,5 Percy Street,(08) 8724 0600,-37.82809930,140.78258617,,
,Job Prospects,VIC,3072,EM00,DESB,2,,,,All Job Seekers,Preston,Level 2 293 High Street,(03) 9495 0345,-37.74317314,145.00277903,,
,Job Prospects,VIC,3429,EM10,DESB,1,,,,All Job Seekers,Sunbury,22A O'Shanassy Street,(03) 8746 8760,-37.57970300,144.73075300,,
,Job Prospects,VIC,3020,EM20,DESB,1,,,,All Job Seekers,Sunshine,Ground Floor 149 Anderson Road,(03) 9036 5375,-37.78080131,144.82786510,,
,Job Prospects,SA,5501,EM30,DESB,3,,,,All Job Seekers,TWO WELLS,Council Chambers 65 Old Port Wakefield Road,(08) 7522 2350,-34.60203547,138.52472018,,
,Your Employment Success,SA,5000,EM38,DESB,New,,,,Deaf and Hearing Impaired,ADELAIDE,Knapman House 230 Pirie Street,,-34.92867646,138.60102724,,
,Job Prospects,VIC,3038,EM40,DESB,3,,,,All Job Seekers,Watergardens,The Office Precinct Level 1/399 Melton Highway,(03) 8390 9950,-37.70006225,144.77421674,,
,MJP,SA,5015,EM48,DESB,New,,,,"Neurological, ABI, Psych, Intellectual & Learning",PORT ADELAIDE,27-29 McLaren Parade,,-34.83426943,138.51236021,,
"At WISE Employment we specialise in helping people with diverse backgrounds find meaningful work. Through our DES program, we focus on what you’re good at and match your skills to the right job. We continue to support you as your confidence grows and you adjust to your new workplace. Our local team would love to meet you – let’s chat!",WISE Employment,VIC,3810,EN10,DESB,2,,,,All Job Seekers,Pakenham,1A/2A 56 John Street,(03) 5940 6000,-38.07226295,145.48524475,,
"At WISE Employment we specialise in helping people with diverse backgrounds find meaningful work. Through our DES program, we focus on what you’re good at and match your skills to the right job. We continue to support you as your confidence grows and you adjust to your new workplace. Our local team would love to meet you – let’s chat!",WISE Employment,VIC,3939,EN20,DESB,3,,,,All Job Seekers,Rosebud,15/991 Point Nepean Road,(03) 5950 4400,-38.37372174,144.91359443,,
